Paper Title,Number_of_Hallmarks,Total_Score,Primary_Hallmark,Primary_Hallmark_Score,Is_Aging_Related
"Ubiquitin-Specific Protease 10 Suppresses Cardiac Hypertrophy by Inhibiting Sirt6",1,0.716433,"loss of proteostasis",0.716433,Yes
"Anti-oxidative effects of nicotinamide mononucleotide, a regulator of aging, on rat high glucose-induced tenocytes in vitro",1,1.012828,"mitochondrial dysfunction",1.012828,Yes
"エピジェネティック調節因子SIRT6はマウス酸化ストレスを減少させることにより肝臓をアルコール誘導組織損傷から保護する。【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"Design, synthesis and biological evaluation of novel and selective SIRT6 inhibitors",0,0.000000,"None",0.000000,No
"六味地黄丸基于SIRT6/NF-κB信号通路对糖尿病伴肝损伤的保护作用",1,0.419812,"chronic inflammation",0.419812,Yes
"SIRT6-Autophagy-Warburg Effect Axis in Papillary Thyroid Cancer",1,0.720597,"disabled macroautophagy",0.720597,Yes
"El folklore relacionado con la basílica paleocristiana de Marialba de la Ribera (León)",0,0.000000,"None",0.000000,No
"Su vagonų sąstatais ant vagonų galima kelti bet kokias balnines puspriekabes",0,0.000000,"None",0.000000,No
"Convergent plate margin east of North Island, New Zealand",0,0.000000,"None",0.000000,No
"High numerical aperture planar waveguides",0,0.000000,"None",0.000000,No
"MnOx／TiO2-Al2O3催化剂在超临界水氧化中的应用",0,0.000000,"None",0.000000,No
"S. Maria Annunciata di Bienno e la pittura bresciana tra Quattro e Cinquecento. Introduzione",0,0.000000,"None",0.000000,No
"El Instituto de Chartered Accountants, en Inglaterra y Gales",0,0.000000,"None",0.000000,No
"特別論考 システマティック・ケア・カンファレンス(SCC)の考え方・進め方 (特集 多職種が集うケア・カンファレンスの開き方)",0,0.000000,"None",0.000000,No
"Intranet Before Internet--Let's Talk to Our Neighbors Before Perfecting Our Global Conversation.",0,0.000000,"None",0.000000,No
"The Historical Method of Inquiry in a Teacher Training Program: Theory and Metatheory.",0,0.000000,"None",0.000000,No
"EL PROCESO DE TRABAJO EN LA UNIVERSIDAD Y EL SINDICALISMO UNIVERSITARIO",0,0.000000,"None",0.000000,No
"Spanish and EU Law published at B.O.E. and D.O.C.E. from December 2003 to February 2004",0,0.000000,"None",0.000000,No
"Konsekvenser av placering i särskolan",0,0.000000,"None",0.000000,No
"P2‐54: Lack of TRPA1‐mediated effect in cigarette smoke‐induced inhibition of phagocytosis",0,0.000000,"None",0.000000,No
"Nuclear NAD<sup>+</sup> homeostasis is essential for naive and chemoresistant <i>BRCA1/2</i>-deficient tumor survival",1,1.215155,"genome instability",1.215155,Yes
"mTORC1 Signaling Pathway Mediated SIRT6 Overexpression in TGF-β1-Induced Pulmonary Fibrosis",3,1.364284,"disabled macroautophagy",0.656654,Yes
"Kisspeptin-10 Promoting the Synthesis of Milk Fat by Inhibiting the AMPK/SIRT6 Signaling Pathway via the GPR54 in Bovine Mammary Epithelial Cells",1,0.723235,"deregulated nutrient sensing",0.723235,Yes
"SIRT6 Regulates Midostaurin-Induced Colorectal Cancer Apoptosis and Autophagy Upon Akt Inactivation",1,0.878832,"disabled macroautophagy",0.878832,Yes
"Vorinostat Reverses Paclitaxel Resistance Induced by SIRT6 Upregulation Through Enhancing Autophagy in Lung Cancer",2,1.136806,"disabled macroautophagy",0.885161,Yes
"POS-449 Sirt6 activator, MDL-800, alleviates unilateral ureteral obstruction-induced renal fibrosis and inflammation by TGF-β/Smad signaling pathway",2,1.768390,"epigenetic alterations",1.040580,Yes
"POS-446 Loss of proximal tubular Sirtuin 6 aggravates unilateral ureteral obstruction-induced tubulointerstitial inflammation and fibrosis by regulation of β-catenin acetylation",2,2.473759,"epigenetic alterations",1.795966,Yes
"Sirtuins as a potential molecular target of cosmetic ingredients",2,3.899392,"epigenetic alterations",3.713199,Yes
"CARTILAGE-SPECIFIC SIRT6 LOSS INCREASES CARTILAGE DAMAGE IN A SURGERY-INDUCED OA MOUSE MODEL",0,0.000000,"None",0.000000,No
"Regulation of SIRT2 Deacylase Activity Through Self‐Dimerization",1,2.460571,"epigenetic alterations",2.460571,Yes
"SIRT6 Protects Against Liver Fibrosis by Negatively Regulating YAP/TAZ",0,0.000000,"None",0.000000,No
"SIRTUIN 6 GENE EXPRESSION AND TELOMERE LENGTH CHANGES IN OLD RAT HEPATOCYTES AFTER 6 WEEKS SWIMMING EXERCISE AND RESVERATROL SUPPLEMENTATION FEEDING",2,1.490517,"epigenetic alterations",0.749683,Yes
"‘Fountain of youth’ enzyme increases lifespan of mice",1,0.635302,"epigenetic alterations",0.635302,Yes
"US anti-dumping duties on Chinese carbazole violet remain in place",0,0.000000,"None",0.000000,No
"SENP1 Knockdown Suppresses Tumor Progression in Lung Adenocarcinoma by Regulating AAR Genes Expression",0,0.000000,"None",0.000000,No
"Su1119 SIRT6 PROTEIN CONTRIBUTES TO INTESTINAL CELL DIFFERENTIATION",1,0.855821,"epigenetic alterations",0.855821,Yes
"In Brief",0,0.000000,"None",0.000000,No
"Metabolic Regulation by the SIRT6 Deacetylase Prevents Tumorigenesis",2,1.522550,"epigenetic alterations",1.426583,Yes
"SIRT6 Loss Promotes PDAC Progression by Epigenetic Induction of LIN28B",1,1.672499,"epigenetic alterations",1.672499,Yes
"Tyrosinase inhibitors with potent anti-senescence activity in human neonatal keratinocyte progenitors",2,1.372227,"stem cell exhaustion",0.761932,Yes
"MiR-545-3p Upregulated in Osteoporosis and Regulates The Apoptosis of Osteoblasts by Targeting SIRT6",1,0.629580,"epigenetic alterations",0.629580,Yes
"Sirtuin 6 (SIRT6); tumor necrosis factor-α (TNF-α)",1,1.524197,"epigenetic alterations",1.524197,Yes
"SIRT6's Histone Deacetylase Activity Is Triggered by Free Fatty Acids♦",1,1.609909,"epigenetic alterations",1.609909,Yes
"Adipose Sirtuin 6 Drives Macrophage Polarization Toward M2 Through IL-4 Production and Maintains Systemic Insulin Sensitivity in Mice and Human",3,1.355101,"epigenetic alterations",0.625575,Yes
"P023. Dipotassium glycyrrhizate normalises the mucosal healing gene expression altered by inflammation in a murine model of colitis",1,0.693147,"chronic inflammation",0.693147,Yes
"BASF appoints Archway as sales agent",0,0.000000,"None",0.000000,No
"SIRT6 Promotes Osteogenic Differentiation of Adipose-Derived Mesenchymal Stem Cells Through Activating Notch Signaling via Antagonizing DNMT1",2,0.978903,"stem cell exhaustion",0.568365,Yes
"Myeloid Sirtuin 6 Deficiency Accelerates Experimental and Human Rheumatoid Arthritis by Enhancing Macrophage Activation and Infiltration into Synovium",1,0.531834,"epigenetic alterations",0.531834,Yes
"Sirtuin 6 (SIRT6)",1,1.663272,"epigenetic alterations",1.663272,Yes
"DNA Hypomethylating Agents Modulate the Activity of the Histone Deacetylase Sirtuin 6 (SIRT6)",2,2.325266,"epigenetic alterations",2.000231,Yes
"Sun Chemical to sell metallic pigments from Nantong Shanjing",0,0.000000,"None",0.000000,No
"Analysis and Identification of Necroptosis Landscape on Therapy and Prognosis in Bladder Cancer",0,0.000000,"None",0.000000,No
"Abstract 1463: Impaired reciprocal regulation between SIRT6 and TGF-β signaling as a potential mechanism for development and progression of fatty liver",1,0.978204,"epigenetic alterations",0.978204,Yes
"Sirt6 Ameliorates Sleep Deprivation Induced-Cognitive Impairment by Modulating the Functions of the Glutamatergic Neuron",0,0.000000,"None",0.000000,No
"Endothelial SIRT6 Deficiency Promotes Arterial Thrombosis in Mice",0,0.000000,"None",0.000000,No
"1072 BGRS/SB-2022 The emerging role of SIRT6 in the mitochondrial regulation",1,0.553528,"epigenetic alterations",0.553528,Yes
"Ursolic acid protects the kidneys from the consequences of aging through increasing the expression of SIRT1, SIRT6 and α-Klotho in the mice model",1,1.019843,"epigenetic alterations",1.019843,Yes
"Microglia Sirt6 modulates transcriptional activity of NRF2 to defend high fat diet-induced obesity",2,0.903828,"epigenetic alterations",0.674390,Yes
"Perfil de expressão gênica da via de deacetilação de histonas mediada por Sirtuinas na estratificação prognóstica da Síndrome Mielodisplásica",0,0.000000,"None",0.000000,No
"Downregulation of FOXO6 in breast cancer promotes epithelial&ndash;mesenchymal transition and facilitates migration and proliferation of cancer cells",0,0.000000,"None",0.000000,No
"Associations of sirtuins with clinicopathological parameters and prognosis in non&ndash;small cell lung cancer",0,0.000000,"None",0.000000,No
"Highlights from Recent Cancer Literature",1,0.792377,"stem cell exhaustion",0.792377,Yes
"High and low levels of serum Sirtuin6 in patients with acute ischemic stroke",2,1.705166,"epigenetic alterations",1.135306,Yes
"Development of Sirtuin Fluorescence Probes and Medicinal Chemistry Research Targeting SIRT Family",1,3.497706,"epigenetic alterations",3.497706,Yes
"46P Inhibition of cell invasion and migration by targeting matrix metalloproteinase-9 expression via sirtuin 6 silencing in human breast cancer cells",1,0.613927,"epigenetic alterations",0.613927,Yes
"Melatonin Delays Age-Related Cataract by Inhibiting Ferroptosis",0,0.000000,"None",0.000000,No
"Discovery of a Pyrrole-pyridinimidazole Derivative as Novel SIRT6 Inhibitor for Sensitizing Pancreatic Cancer Cells to Gemcitabine",0,0.000000,"None",0.000000,No
"Effect of Xiaoaiping combined with 5-fluorouracil treatment on liver cancer cell growth in vitro and oncogene expression",0,0.000000,"None",0.000000,No
"Los niveles séricos de sirtuin 6 se asocian con neumonía adquirida en la comunidad grave en niños: Un estudio observacional",0,0.000000,"None",0.000000,No
"Flow Cytometry Analysis of SIRT6 Expression in Peritoneal Macrophages",0,0.000000,"None",0.000000,No
"Abstract B075: Sirtuin 6 histone deacetylase is required for the integrated stress response and resistance to inhibition of transcriptional cyclin dependent kinases in Pancreatic Ductal Adenocarcinoma",1,2.485949,"epigenetic alterations",2.485949,Yes
"Akt2 deficiency alleviates oxidative stress in the heart and liver during high fat diet-induced obesity",1,1.247798,"mitochondrial dysfunction",1.247798,Yes
"NAM-NAD+-ADO metabolic reprogramming is a key factor for DNMT3A mutation to promote leukemia development through regulating cell cycle and immune microenvironment",0,0.000000,"None",0.000000,No
"Potent protein biomarker for Alzheimer’s disease based on translational research",2,2.590106,"epigenetic alterations",2.005444,Yes
"The Crosstalk between Nrf2 and NF-NF-κB Pathways in Coronary Artery Disease: Can it Be Regulated by SIRT6?",2,1.240609,"chronic inflammation",0.708908,Yes
"Abstract P3138: The Regulatory Role Of Sirtuin 6 In Coronary Microvascular Dysfunction",1,0.588990,"epigenetic alterations",0.588990,Yes
"miR-338-3p Inhibits Apoptosis Evasion in Huh7 Liver Cancer Cells by Targeting Sirtuin 6",1,0.674010,"epigenetic alterations",0.674010,Yes
"Myeloid sirtuin 6 deletion delays wound healing in mice by modulating inflammation and macrophage phenotype",2,2.014636,"epigenetic alterations",1.336827,Yes
"JS-HR-12: BASIC RESEARCH: ELUCIDATION OF “MOSAIC” PATHOGENESIS OF HYPERTENSION",0,0.000000,"None",0.000000,No
"Immunofluorescent Distribution of SIRT1, SIRT2, SIRT6 Protein in the Skin of SKH1 Mouse after Ultraviolet B Irradiation for 10 Weeks",1,1.008218,"epigenetic alterations",1.008218,Yes
"WITHDRAWN: SIRT6 inhibits platelet activation and thrombosis by regulating PCSK9/MAPK signaling",0,0.000000,"None",0.000000,No
"Benefits of sirtuin-6 in OA",1,0.666233,"epigenetic alterations",0.666233,Yes
"New ε-N-Thioglutaryl-Lysine&amp;nbsp;Derivatives as SIRT5 Inhibitors: Chemical Synthesis, Kinetic and Crystallographic Studies",0,0.000000,"None",0.000000,No
"Sirtuin 6 expression in colorectal adenocarcinoma",1,1.674071,"epigenetic alterations",1.674071,Yes
"FOXN3 attenuates doxorubicin resistance of bladder urothelial carcinoma via SIRT6/PI3K/AKT/mTOR pathway",1,0.693978,"epigenetic alterations",0.693978,Yes
"Targeting the deacetylase SIRT6 unveils spliceosome deregulation as exploitable vulnerability for aggressive myeloma",0,0.000000,"None",0.000000,No
"Cartilage-Specific SIRT6 Loss Increases Surgery-Induced And Age-Associated Oa In Mice",1,0.521397,"epigenetic alterations",0.521397,Yes
"Data from NR1D1 Recruitment to Sites of DNA Damage Inhibits Repair and Is Associated with Chemosensitivity of Breast Cancer",1,1.646553,"genome instability",1.646553,Yes
"Data from USP48 Is Upregulated by Mettl14 to Attenuate Hepatocellular Carcinoma via Regulating SIRT6 Stabilization",0,0.000000,"None",0.000000,No
"Data from Low Glucose–Induced Overexpression of &lt;i&gt;HOXC-AS3&lt;/i&gt; Promotes Metabolic Reprogramming of Breast Cancer",0,0.000000,"None",0.000000,No
"Supplemental Methods and Figure S1 from SIRT6 Promotes COX-2 Expression and Acts as an Oncogene in Skin Cancer",1,0.702271,"epigenetic alterations",0.702271,Yes
"Supplementary Data from USP48 Is Upregulated by Mettl14 to Attenuate Hepatocellular Carcinoma via Regulating SIRT6 Stabilization",0,0.000000,"None",0.000000,No
"Table S1 from SIRT6 Overexpression Potentiates Apoptosis Evasion in Hepatocellular Carcinoma via BCL2-Associated X Protein–Dependent Apoptotic Pathway",0,0.000000,"None",0.000000,No
"Supplementary Figure 3 from SIRT6 Overexpression Potentiates Apoptosis Evasion in Hepatocellular Carcinoma via BCL2-Associated X Protein–Dependent Apoptotic Pathway",0,0.000000,"None",0.000000,No
"Supplementary Figure 4 from SIRT6 Overexpression Potentiates Apoptosis Evasion in Hepatocellular Carcinoma via BCL2-Associated X Protein–Dependent Apoptotic Pathway",0,0.000000,"None",0.000000,No
"Supplementary Figure 2 from SIRT6 Overexpression Potentiates Apoptosis Evasion in Hepatocellular Carcinoma via BCL2-Associated X Protein–Dependent Apoptotic Pathway",0,0.000000,"None",0.000000,No
"Supplementary Figure 1 from SIRT6 Overexpression Potentiates Apoptosis Evasion in Hepatocellular Carcinoma via BCL2-Associated X Protein–Dependent Apoptotic Pathway",0,0.000000,"None",0.000000,No
"Supplementary Methods from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,3.178080,"epigenetic alterations",1.607753,Yes
"Supplementary Figure S2 from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,1.613588,"genome instability",0.866842,Yes
"Supplementary Figure S4 from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,2.363840,"genome instability",1.617472,Yes
"Supplementary Figure S3 from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,2.384159,"epigenetic alterations",1.519525,Yes
"Supplementary Figure S1 from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,2.040451,"genome instability",1.406892,Yes
"Supplementary Figure S5 from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,2.288953,"genome instability",1.431312,Yes
"Supplementary Figure S6 from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,3.374491,"genome instability",1.739482,Yes
"Data from SIRT6 Overexpression Potentiates Apoptosis Evasion in Hepatocellular Carcinoma via BCL2-Associated X Protein–Dependent Apoptotic Pathway",0,0.000000,"None",0.000000,No
"Data from Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",2,1.242590,"epigenetic alterations",0.683282,Yes
"Effects of Follicle-Stimulating Hormone, Insulin-Like Growth Factor 1, Fibroblast Growth Factor 2, and Fibroblast Growth Factor 9 on Sirtuins Expression and Activity in Bovine Granulosa Cells",0,0.000000,"None",0.000000,No
